countGenderMixHard,countIncompatibleRoomsHard,countOvercrowdedCapacityHard,countUnadmittedMandatoryHard,countLateAdmittedMandatoryHard,countSurgeonOvertimeHard,countOTOvertimeHard,countUncoveredRoomHard,countNursePresentOnWrongDayHard,countMixedAgeGroups,countMinimumSkillLevelExceeded,countUncontinuousCare,countMaximumWorkloadExcceeded,countOpenOTs,countSurgeonTransfer,countAdmissionDelay,countUncheduledOptional,countTotalHard,countTotalSoft, res
22,9,35,0,0,6,4,73,0,11,263,115,849,13,14,108,3,149,1376,5228950.000000
26,5,38,0,0,8,3,73,0,13,247,134,935,13,14,95,5,153,1456,5370249.000000
25,19,36,0,0,7,2,55,0,3,277,148,1263,14,14,102,4,144,1825,5058543.000000
17,5,35,0,0,6,4,57,0,5,317,142,1128,13,14,167,0,124,1786,4356817.000000
28,12,40,0,0,8,3,65,0,1,255,142,1123,15,14,90,3,156,1643,5476467.000000
27,14,41,0,0,8,3,56,0,16,399,177,1670,16,14,120,1,149,2413,5238117.000000
15,0,36,0,0,6,4,54,0,8,141,138,738,10,14,138,5,115,1192,4037538.000000
24,15,40,0,0,7,5,68,0,13,229,131,1083,15,14,134,1,159,1620,5580596.000000
20,5,43,0,0,7,2,70,0,7,266,138,1040,14,14,127,1,147,1607,5160413.000000
18,8,41,0,0,7,3,76,0,4,163,127,692,15,14,101,3,153,1119,5366347.000000
21,18,37,0,0,9,5,64,0,11,219,124,849,12,14,147,1,154,1377,5403179.000000
19,0,35,0,0,6,0,56,0,11,184,129,868,15,14,115,5,116,1341,4074194.000000
20,9,38,0,0,6,2,63,0,0,353,129,1000,15,14,118,2,138,1631,4846129.000000
18,7,34,0,0,7,2,56,0,6,218,139,1399,15,14,94,5,124,1890,4359619.000000
21,11,40,0,0,6,1,73,0,7,155,118,808,13,14,113,6,152,1234,5333543.000000
29,23,44,0,0,9,2,72,0,14,194,158,1096,16,14,121,1,179,1614,6280308.000000
22,0,41,0,0,7,4,74,0,10,208,138,717,11,14,133,2,148,1233,5191938.000000
18,1,32,0,0,6,4,61,0,12,168,108,834,9,14,122,3,122,1270,4282868.000000
17,0,38,0,0,6,4,70,0,11,151,115,751,15,14,120,2,135,1179,4736680.000000
13,7,42,0,0,7,3,64,0,2,190,164,1082,13,14,113,2,136,1580,4775254.000000
21,8,42,0,0,8,3,83,0,11,199,107,670,16,14,136,1,165,1154,5786182.000000
22,2,40,0,0,7,5,73,0,15,280,120,967,13,14,137,1,149,1547,5229915.000000
21,7,40,0,0,5,3,67,0,5,244,119,860,13,14,117,3,143,1375,5018934.000000
19,6,40,0,0,6,1,71,0,12,194,115,665,14,14,94,7,143,1115,5017715.000000
13,12,38,0,0,7,3,68,0,8,144,109,585,13,14,132,2,141,1007,4944989.000000
20,0,37,0,0,5,3,61,0,5,367,152,1134,13,14,115,3,126,1803,4427917.000000
21,9,40,0,0,7,3,71,0,5,200,153,819,14,14,113,3,151,1321,5298108.000000
27,5,42,0,0,7,3,80,0,9,183,108,940,13,14,77,2,164,1346,5753383.000000
26,22,44,0,0,5,4,76,0,14,293,156,1168,11,14,71,3,177,1730,6212066.000000
18,7,44,0,0,8,4,79,0,11,226,112,738,12,14,96,4,160,1213,5612667.000000
19,18,35,0,0,5,1,50,0,11,185,124,809,12,14,115,7,128,1277,4494219.000000
26,13,43,0,0,7,3,71,0,10,317,129,1011,13,14,113,2,163,1609,5720819.000000
22,13,32,0,0,6,3,54,0,15,282,157,1050,14,14,127,2,130,1661,4566082.000000
17,5,34,0,0,7,3,59,0,9,257,140,1196,13,14,105,3,125,1737,4392345.000000
29,10,38,0,0,6,2,61,0,9,322,128,954,15,14,129,1,146,1572,5125163.000000
5,9,44,0,0,7,2,81,0,13,154,133,878,14,14,103,4,148,1313,5193508.000000
22,8,35,0,0,7,1,59,0,6,200,129,920,12,14,107,4,132,1392,4634329.000000
16,10,42,0,0,7,1,69,0,11,228,140,1009,16,14,124,1,145,1543,5089775.000000
