countGenderMixHard,countIncompatibleRoomsHard,countOvercrowdedCapacityHard,countUnadmittedMandatoryHard,countLateAdmittedMandatoryHard,countSurgeonOvertimeHard,countOTOvertimeHard,countUncoveredRoomHard,countNursePresentOnWrongDayHard,countMixedAgeGroups,countMinimumSkillLevelExceeded,countUncontinuousCare,countMaximumWorkloadExcceeded,countOpenOTs,countSurgeonTransfer,countAdmissionDelay,countUncheduledOptional,countTotalHard,countTotalSoft, res
41,31,85,0,0,14,0,214,0,41,376,379,959,39,42,286,6,385,2128,17342037.000000
50,38,91,0,0,14,3,197,0,48,546,462,1582,31,42,324,4,393,3039,17706622.000000
50,31,104,0,0,13,2,195,0,43,684,480,1915,32,42,277,7,395,3480,17800632.000000
41,23,98,0,0,12,0,197,0,45,455,437,1616,36,42,287,9,371,2927,16717722.000000
52,11,91,0,0,11,1,175,0,40,534,415,1607,35,42,313,7,341,2993,15367672.000000
51,26,90,0,0,12,1,177,0,48,472,463,1582,33,42,268,7,357,2915,16086717.000000
50,11,84,0,0,14,1,186,0,39,490,402,1405,33,42,297,8,346,2716,15591402.000000
53,33,97,0,0,13,0,194,0,53,594,459,1555,33,42,326,3,390,3065,17571587.000000
72,27,105,0,0,12,2,213,0,44,511,433,1639,31,42,292,5,431,2997,19416522.000000
54,40,88,0,0,12,0,164,0,50,458,474,1588,35,42,316,3,358,2966,16130392.000000
33,37,85,0,0,10,1,187,0,46,452,397,1367,33,42,303,7,353,2647,15905452.000000
47,15,88,0,0,11,1,210,0,45,546,394,1398,30,42,306,6,372,2767,16761047.000000
55,17,98,0,0,13,1,229,0,43,472,373,1055,31,42,258,9,413,2283,18604367.000000
54,34,94,0,0,13,1,230,0,58,484,344,1150,32,42,314,3,426,2427,19187772.000000
32,13,79,0,0,10,1,200,0,39,415,400,1360,35,42,278,9,335,2578,15095717.000000
39,19,95,0,0,11,0,195,0,40,478,401,1386,33,42,332,5,359,2717,16175187.000000
53,34,109,0,0,12,1,222,0,50,530,438,1417,40,42,334,2,431,2853,19414907.000000
41,45,98,0,0,14,0,217,0,40,289,373,957,35,42,294,7,415,2037,18691572.000000
46,19,88,0,0,13,2,183,0,42,667,483,2290,32,42,256,5,351,3817,15821237.000000
52,24,85,0,0,11,1,176,0,47,322,418,1121,33,42,337,5,349,2325,15722472.000000
37,18,103,0,0,14,0,213,0,40,560,439,1479,36,42,288,5,385,2889,17346282.000000
46,29,90,0,0,11,2,193,0,41,446,372,1500,29,42,335,11,371,2776,16717947.000000
32,32,92,0,0,11,0,191,0,39,488,463,1520,33,42,282,9,358,2876,16132562.000000
60,25,101,0,0,14,0,221,0,47,477,400,1454,34,42,304,5,421,2763,18965287.000000
48,17,91,0,0,12,0,214,0,35,387,383,1419,35,42,254,9,382,2564,17210387.000000
39,13,97,0,0,11,0,183,0,46,524,432,1477,37,42,330,4,343,2892,15455897.000000
55,28,98,0,0,11,0,198,0,38,475,431,1370,37,42,283,11,390,2687,17572507.000000
45,15,84,0,0,13,0,185,0,42,621,380,1612,37,42,271,10,342,3015,15414372.000000
40,20,89,0,0,14,0,202,0,51,568,392,1463,32,42,286,7,365,2841,16446902.000000
48,37,91,0,0,14,1,207,0,42,418,386,1459,39,42,338,4,398,2728,17929617.000000
47,11,90,0,0,11,1,198,0,48,521,396,1518,33,42,264,9,358,2831,16132412.000000
57,27,92,0,0,13,1,221,0,48,513,393,1494,35,42,303,4,411,2832,18515377.000000
40,44,109,0,0,13,1,237,0,52,527,404,1373,35,42,256,8,444,2697,20001317.000000
44,36,99,0,0,14,1,229,0,52,588,389,1687,36,42,327,3,423,3124,19056902.000000
51,23,97,0,0,11,0,194,0,43,447,439,1634,33,42,303,6,376,2947,16941482.000000
44,23,89,0,0,13,1,191,0,40,436,470,1233,34,42,350,5,361,2610,16264547.000000
42,32,89,0,0,11,2,212,0,49,416,393,1253,31,42,311,7,388,2502,17479557.000000
51,10,99,0,0,14,2,230,0,41,422,398,1050,33,42,332,4,406,2322,18287487.000000
52,17,80,0,0,12,0,192,0,53,530,409,1393,33,42,308,6,353,2774,15906057.000000
57,19,89,0,0,10,1,187,0,52,509,401,1727,37,42,298,5,363,3071,16357002.000000
52,26,91,0,0,9,1,225,0,47,355,357,1157,34,42,307,4,404,2303,18196947.000000
64,39,95,0,0,11,0,220,0,51,573,465,1807,38,42,284,4,429,3264,19327787.000000
51,36,86,0,0,12,0,208,0,39,411,364,1017,37,42,317,5,393,2232,17702412.000000
50,27,92,0,0,10,1,210,0,44,439,374,1183,32,42,323,5,390,2442,17568557.000000
54,17,94,0,0,9,0,206,0,43,616,408,1570,37,42,316,3,380,3035,17121557.000000
47,36,96,0,0,15,2,232,0,58,535,403,1415,34,42,286,4,428,2777,19280112.000000
36,17,101,0,0,13,1,238,0,49,436,373,1228,31,42,278,9,406,2446,18290102.000000
54,36,99,0,0,13,1,211,0,46,565,413,1624,32,42,327,4,414,3053,18651817.000000
52,21,77,0,0,12,0,204,0,50,503,414,1490,37,42,293,5,366,2834,16490762.000000
35,22,96,0,0,9,2,217,0,43,398,468,1576,33,42,289,6,381,2855,17165707.000000
47,17,92,0,0,12,0,219,0,44,467,341,1304,35,42,297,7,387,2537,17434977.000000
66,39,109,0,0,14,2,233,0,55,553,397,1357,32,42,298,4,463,2738,20855037.000000
52,6,95,0,0,9,0,209,0,50,497,453,1474,35,42,267,5,371,2823,16715517.000000
51,25,102,0,0,11,0,233,0,46,399,427,1464,31,42,354,4,422,2767,19009677.000000
50,24,97,0,0,13,0,197,0,47,506,425,1399,37,42,292,10,381,2758,17167617.000000
49,13,92,0,0,9,0,228,0,39,522,410,1638,35,42,255,9,391,2950,17617997.000000
49,39,94,0,0,15,1,200,0,45,546,450,1378,36,42,324,7,398,2828,17931977.000000
42,40,81,0,0,11,0,200,0,39,452,390,1201,31,42,340,7,374,2502,16849882.000000
50,16,98,0,0,11,1,230,0,46,326,392,1337,35,42,279,5,406,2462,18287917.000000
56,20,91,0,0,10,1,207,0,50,518,501,1581,36,42,279,5,385,3012,17346642.000000
31,8,89,0,0,11,0,201,0,38,448,404,1406,33,42,315,10,340,2696,15322072.000000
57,35,99,0,0,11,1,219,0,34,553,467,1844,35,42,295,5,422,3275,19013197.000000
51,18,111,0,0,10,1,231,0,39,489,442,1658,34,42,303,7,422,3014,19012487.000000
56,25,88,0,0,11,1,170,0,49,484,469,1473,34,42,298,8,351,2857,15817097.000000
59,30,97,0,0,11,2,191,0,48,597,437,1450,36,42,320,3,390,2933,17570957.000000
55,20,94,0,0,13,2,192,0,53,545,448,1584,31,42,305,7,376,3015,16942737.000000
54,20,106,0,0,12,1,192,0,42,552,465,1736,34,42,296,5,385,3172,17347667.000000
58,31,105,0,0,10,2,235,0,49,539,435,1421,32,42,301,3,441,2822,19864957.000000
46,24,97,0,0,10,1,208,0,41,321,353,1014,35,42,310,7,386,2123,17387242.000000
54,28,92,0,0,10,0,208,0,39,413,426,1189,34,42,325,4,392,2472,17658172.000000
47,15,89,0,0,14,2,205,0,36,438,414,1299,38,42,297,6,372,2570,16759597.000000
50,26,92,0,0,9,2,200,0,44,451,409,1622,34,42,265,9,379,2876,17077307.000000
43,23,100,0,0,12,1,187,0,31,517,425,1335,31,42,322,8,366,2711,16491607.000000
52,29,87,0,0,13,0,193,0,44,482,427,1264,34,42,311,8,374,2612,16850927.000000
61,30,102,0,0,9,0,218,0,43,400,385,1417,38,42,254,10,420,2589,18921067.000000
44,21,92,0,0,13,0,215,0,50,459,358,1195,38,42,324,4,385,2470,17343447.000000
44,32,86,0,0,12,1,194,0,44,494,403,1476,34,42,272,11,369,2776,16627947.000000
50,6,93,0,0,12,1,221,0,38,327,363,867,35,42,326,7,383,2005,17251762.000000
41,18,94,0,0,15,1,181,0,42,555,566,1544,30,42,397,3,350,3179,15772272.000000
