countGenderMixHard,countIncompatibleRoomsHard,countOvercrowdedCapacityHard,countUnadmittedMandatoryHard,countLateAdmittedMandatoryHard,countSurgeonOvertimeHard,countOTOvertimeHard,countUncoveredRoomHard,countNursePresentOnWrongDayHard,countMixedAgeGroups,countMinimumSkillLevelExceeded,countUncontinuousCare,countMaximumWorkloadExcceeded,countOpenOTs,countSurgeonTransfer,countAdmissionDelay,countUncheduledOptional,countTotalHard,countTotalSoft, res
23,14,41,0,0,5,0,94,0,12,144,167,607,19,14,203,2,177,1168,2664042.000000
31,20,44,0,0,5,0,88,0,9,138,178,678,19,14,208,1,188,1245,2829593.000000
29,23,53,0,0,5,0,89,0,12,167,196,955,20,14,152,1,199,1517,2997291.000000
21,16,42,0,0,5,0,81,0,12,211,198,946,17,14,191,2,165,1591,2487678.000000
22,19,46,0,0,5,0,102,0,9,295,165,1045,18,14,173,1,194,1720,2923830.000000
26,13,37,0,0,8,0,63,0,7,227,186,958,16,14,163,5,147,1576,2218121.000000
28,0,51,0,0,5,0,110,0,6,257,165,1114,17,14,152,3,194,1728,2924480.000000
25,25,44,0,0,5,0,101,0,11,212,190,1179,17,14,172,1,200,1796,3014755.000000
34,12,50,0,0,5,0,115,0,12,124,159,605,20,14,149,2,216,1085,3248674.000000
26,6,37,0,0,4,0,86,0,10,239,174,1217,16,14,170,2,159,1842,2400359.000000
22,29,41,0,0,4,0,94,0,11,219,161,767,18,14,174,5,190,1369,2861281.000000
24,10,46,0,0,5,0,87,0,11,103,171,626,15,14,203,2,172,1145,2588906.000000
26,15,46,0,0,5,0,81,0,9,241,202,1009,20,14,179,2,173,1676,2608477.000000
37,11,54,0,0,4,0,101,0,10,240,198,1261,17,14,126,1,207,1867,3120488.000000
27,17,50,0,0,5,0,109,0,12,282,161,952,20,14,182,0,208,1623,3132801.000000
28,18,48,0,0,6,0,99,0,15,165,164,815,20,14,170,1,199,1364,2995954.000000
25,7,45,0,0,6,0,87,0,10,138,178,748,17,14,151,4,170,1260,2560403.000000
26,16,37,0,0,5,0,101,0,8,195,126,673,17,14,146,6,185,1185,2785151.000000
22,8,39,0,0,6,0,81,0,9,153,200,911,17,14,188,4,156,1496,2352310.000000
34,6,55,0,0,6,0,108,0,10,205,168,950,17,14,186,2,209,1552,3147623.000000
27,10,46,0,0,5,0,99,0,14,129,170,728,16,14,166,3,187,1240,2815065.000000
37,14,47,0,0,5,0,85,0,13,284,198,1095,17,14,168,3,188,1792,2834573.000000
27,12,44,0,0,5,0,97,0,4,199,170,688,18,14,177,2,185,1272,2784930.000000
31,20,52,0,0,5,0,84,0,14,269,210,1015,19,14,157,2,192,1700,2893570.000000
20,22,51,0,0,5,0,94,0,13,167,225,925,21,14,171,1,192,1537,2892150.000000
39,10,47,0,0,5,0,99,0,12,169,164,870,18,14,190,0,200,1437,3011399.000000
37,10,51,0,0,5,0,112,0,14,175,155,752,17,14,166,2,215,1295,3235400.000000
22,5,53,0,0,6,0,117,0,9,121,161,757,20,14,171,2,203,1255,3055276.000000
30,20,55,0,0,4,0,75,0,13,436,251,1575,18,14,181,0,184,2488,2779831.000000
29,32,46,0,0,5,0,83,0,10,238,184,842,18,14,169,3,195,1478,2936819.000000
25,19,46,0,0,5,0,107,0,14,169,140,741,17,14,167,1,202,1263,3040100.000000
29,15,48,0,0,4,0,105,0,8,204,154,839,19,14,211,1,201,1450,3026519.000000
25,18,44,0,0,5,0,93,0,10,149,129,646,20,14,170,2,185,1140,2784274.000000
28,24,40,0,0,5,0,81,0,9,173,181,919,15,14,196,2,178,1509,2682151.000000
20,29,54,0,0,5,0,102,0,9,197,152,806,17,14,182,3,210,1380,3161252.000000
30,6,46,0,0,4,0,88,0,9,131,164,724,19,14,165,2,174,1228,2619939.000000
31,20,38,0,0,5,0,79,0,12,215,200,931,18,14,191,2,173,1583,2607580.000000
33,15,49,0,0,5,0,103,0,7,188,157,832,20,14,158,3,205,1379,3086432.000000
25,28,40,0,0,5,0,86,0,11,263,154,982,18,14,154,4,184,1600,2773394.000000
25,9,44,0,0,5,0,87,0,6,242,201,1274,20,14,187,2,170,1946,2566156.000000
28,5,49,0,0,5,0,107,0,8,160,137,734,19,14,121,6,194,1199,2920532.000000
31,25,47,0,0,5,0,88,0,14,275,224,1137,20,14,153,0,196,1837,2954544.000000
21,18,43,0,0,6,0,85,0,15,198,158,743,19,14,178,1,173,1326,2605403.000000
25,13,44,0,0,6,1,85,0,12,181,197,882,16,14,165,1,174,1468,2621577.000000
34,26,48,0,0,5,0,100,0,11,174,162,882,17,14,149,2,213,1411,3206602.000000
26,11,42,0,0,5,0,88,0,13,287,197,1054,19,14,168,2,172,1754,2594087.000000
22,25,38,0,0,6,0,91,0,11,51,163,514,17,14,189,2,182,961,2737508.000000
25,8,50,0,0,5,0,107,0,13,215,169,903,19,14,184,1,195,1518,2937119.000000
35,14,51,0,0,5,0,91,0,8,268,183,1062,18,14,138,3,196,1694,2954003.000000
21,31,34,0,0,6,0,88,0,14,234,168,981,18,14,135,5,180,1569,2713323.000000
27,20,52,0,0,5,0,98,0,11,312,203,950,18,14,169,3,202,1680,3043293.000000
18,27,48,0,0,5,0,101,0,9,239,149,710,18,14,174,5,199,1318,2995789.000000
25,12,43,0,0,5,0,99,0,10,189,167,740,18,14,156,3,184,1297,2770472.000000
26,19,44,0,0,7,0,96,0,12,177,137,637,16,14,185,2,192,1180,2889297.000000
26,16,48,0,0,6,0,94,0,10,249,191,892,18,14,164,3,190,1541,2862356.000000
27,11,49,0,0,4,0,100,0,9,166,200,796,18,14,134,4,191,1341,2875985.000000
23,15,53,0,0,6,0,112,0,8,144,166,547,16,14,160,4,209,1059,3143416.000000
21,12,50,0,0,5,0,90,0,9,228,165,1087,17,14,176,3,178,1699,2684200.000000
29,18,44,0,0,7,0,99,0,9,192,159,986,16,14,158,1,197,1535,2967584.000000
25,9,47,0,0,5,0,86,0,12,247,180,1256,16,14,123,4,172,1852,2595870.000000
27,20,51,0,0,5,0,96,0,8,292,198,1022,19,14,158,2,199,1713,2998718.000000
21,16,48,0,0,5,0,91,0,10,219,206,1121,16,14,118,6,181,1710,2729671.000000
32,14,48,0,0,5,0,96,0,13,228,170,1045,22,14,158,1,195,1651,2938565.000000
34,19,49,0,0,8,0,97,0,12,300,194,1192,19,14,136,2,207,1869,3120364.000000
26,15,49,0,0,5,0,94,0,15,176,206,993,16,14,170,1,189,1591,2847711.000000
30,12,50,0,0,6,0,90,0,11,289,214,1103,18,14,167,0,188,1816,2834259.000000
22,20,44,0,0,5,0,81,0,9,181,192,984,18,14,190,2,172,1590,2592912.000000
26,13,50,0,0,6,0,107,0,8,200,159,788,20,14,159,2,202,1350,3040914.000000
33,15,50,0,0,7,1,93,0,13,337,200,1284,18,14,182,1,199,2049,3001530.000000
24,20,48,0,0,6,0,109,0,14,225,155,764,23,14,143,2,207,1340,3115835.000000
26,9,34,0,0,5,0,85,0,6,231,177,1007,20,14,156,6,159,1617,2398852.000000
23,10,50,0,0,5,0,95,0,8,181,166,830,18,14,162,2,183,1381,2756201.000000
30,10,43,0,0,5,0,114,0,6,201,168,855,16,14,114,3,202,1377,3041393.000000
29,10,48,0,0,4,0,90,0,8,314,194,989,16,14,196,1,181,1732,2728444.000000
30,10,49,0,0,6,0,99,0,10,231,173,985,17,14,146,3,194,1579,2923058.000000
28,23,46,0,0,6,0,87,0,14,313,173,1105,19,14,156,4,190,1798,2864948.000000
24,16,43,0,0,6,0,94,0,9,128,154,547,19,14,166,3,183,1040,2753299.000000
25,16,48,0,0,5,0,104,0,11,207,169,701,19,14,213,0,198,1334,2980044.000000
31,16,44,0,0,5,0,96,0,11,217,188,900,18,14,171,2,192,1521,2892163.000000
22,26,46,0,0,4,0,103,0,11,159,164,877,18,14,158,3,201,1404,3026704.000000
34,16,51,0,0,7,0,110,0,12,200,184,1086,19,14,171,1,218,1687,3283819.000000
24,7,44,0,0,6,0,101,0,11,162,169,645,19,14,190,2,182,1212,2739444.000000
18,14,43,0,0,3,0,92,0,11,246,173,1017,16,14,191,3,170,1671,2563653.000000
24,2,42,0,0,5,0,96,0,8,200,170,919,18,14,179,3,169,1511,2547425.000000
21,11,44,0,0,6,0,96,0,11,221,178,839,20,14,159,2,178,1444,2681563.000000
28,26,50,0,0,6,0,103,0,2,218,163,772,19,14,128,5,213,1321,3206083.000000
31,23,49,0,0,5,0,96,0,12,310,208,1039,20,14,149,1,204,1753,3073843.000000
25,12,43,0,0,6,0,89,0,14,208,197,1150,18,14,192,2,175,1795,2639747.000000
25,18,46,0,0,5,0,108,0,11,154,152,871,20,14,136,2,202,1360,3041407.000000
24,14,46,0,0,4,0,104,0,11,198,167,797,16,14,151,6,192,1360,2891457.000000
28,24,45,0,0,5,0,102,0,9,223,160,1070,17,14,145,1,204,1639,3073545.000000
33,24,44,0,0,5,0,91,0,14,402,209,1526,23,14,163,1,197,2352,2974344.000000
27,12,37,0,0,5,0,105,0,7,111,157,624,16,14,172,4,186,1105,2799067.000000
30,18,50,0,0,5,0,88,0,12,288,229,1367,19,14,131,2,191,2062,2882064.000000
18,28,46,0,0,6,0,86,0,14,240,207,1115,16,14,165,1,184,1772,2774222.000000
32,21,38,0,0,5,0,86,0,12,162,136,568,17,14,148,6,182,1063,2738976.000000
27,23,47,0,0,5,0,84,0,8,374,213,1251,19,14,120,4,186,2003,2806543.000000
29,20,42,0,0,6,0,105,0,14,199,183,965,16,14,168,0,202,1559,3042358.000000
26,16,52,0,0,4,0,98,0,14,244,209,1323,16,14,143,1,196,1964,2956214.000000
33,0,47,0,0,5,0,119,0,8,209,148,743,18,14,158,2,204,1300,3070433.000000
28,10,51,0,0,5,0,105,0,10,146,168,951,18,14,139,2,199,1448,2997133.000000
33,18,55,0,0,7,0,83,0,9,367,240,1537,18,14,153,2,196,2340,2959235.000000
31,14,44,0,0,5,0,106,0,9,141,146,622,16,14,172,2,200,1122,3008896.000000
34,12,44,0,0,4,0,90,0,4,273,184,878,17,14,141,2,184,1513,2772004.000000
32,5,49,0,0,4,0,83,0,12,285,205,1101,18,14,168,1,173,1804,2609370.000000
23,25,40,0,0,6,0,90,0,12,265,173,937,18,14,177,2,184,1598,2772793.000000
31,11,44,0,0,5,0,94,0,10,176,150,644,17,14,151,5,185,1167,2784675.000000
24,10,44,0,0,5,0,87,0,6,209,154,653,19,14,168,5,170,1228,2560059.000000
39,8,52,0,0,5,0,108,0,13,175,178,722,18,14,154,2,212,1276,3190088.000000
20,4,40,0,0,5,0,94,0,9,128,175,606,17,14,160,3,163,1112,2453820.000000
26,20,48,0,0,6,0,88,0,9,287,209,1116,18,14,185,1,188,1839,2834604.000000
29,16,48,0,0,4,0,114,0,13,209,138,721,19,14,151,3,211,1268,3175373.000000
24,20,46,0,0,5,0,107,0,7,149,161,585,16,14,166,3,202,1101,3038691.000000
16,0,38,0,0,5,0,79,0,8,108,164,912,20,14,164,6,138,1396,2082324.000000
21,17,42,0,0,5,0,81,0,9,191,214,1185,20,14,202,3,166,1838,2505264.000000
30,16,48,0,0,6,0,87,0,11,342,252,1475,17,14,182,0,187,2293,2823327.000000
32,22,43,0,0,6,0,96,0,7,191,159,955,21,14,148,3,199,1498,2997659.000000
18,0,38,0,0,6,0,65,0,11,244,209,867,20,14,179,3,127,1547,1917239.000000
33,12,45,0,0,6,0,101,0,12,252,197,1144,19,14,119,2,197,1759,2969562.000000
20,16,44,0,0,4,0,89,0,11,235,190,1399,20,14,147,3,173,2019,2612335.000000
30,22,41,0,0,6,0,82,0,9,235,176,1262,19,14,144,3,181,1862,2730896.000000
20,11,51,0,0,5,0,96,0,12,213,193,1043,17,14,194,1,183,1687,2758518.000000
29,15,49,0,0,5,0,109,0,12,183,165,777,17,14,156,1,207,1325,3115490.000000
33,9,49,0,0,6,0,102,0,13,219,172,834,22,14,134,3,199,1411,2996592.000000
25,13,48,0,0,6,0,94,0,6,158,154,777,17,14,157,4,186,1287,2800779.000000
31,21,50,0,0,5,0,111,0,8,222,160,929,19,14,143,3,218,1498,3282475.000000
25,2,53,0,0,5,0,109,0,9,189,161,664,21,14,145,3,194,1206,2919736.000000
25,14,44,0,0,6,0,98,0,7,166,145,610,18,14,170,4,187,1134,2814240.000000
32,21,51,0,0,5,0,91,0,13,233,219,1365,21,14,148,0,200,2013,3016609.000000
28,11,40,0,0,5,0,98,0,10,140,157,700,15,14,145,3,182,1184,2739672.000000
26,19,42,0,0,5,0,73,0,7,205,197,1027,16,14,204,3,165,1673,2488617.000000
23,20,52,0,0,6,0,92,0,10,214,195,854,20,14,163,3,193,1473,2906860.000000
25,22,41,0,0,5,0,82,0,14,326,214,1395,16,14,151,2,175,2132,2642539.000000
24,12,48,0,0,6,0,91,0,10,259,194,931,20,14,184,3,181,1615,2727959.000000
25,19,40,0,0,6,0,66,0,12,228,190,1028,18,14,177,2,156,1669,2353535.000000
26,17,47,0,0,6,0,91,0,9,266,180,1146,15,14,136,2,187,1768,2819585.000000
27,21,45,0,0,5,0,109,0,11,176,149,1130,18,14,161,1,207,1660,3119019.000000
28,11,47,0,0,5,0,84,0,13,153,188,927,19,14,165,0,175,1479,2636823.000000
30,12,53,0,0,5,0,101,0,10,299,203,1052,18,14,153,2,201,1751,3029013.000000
24,17,45,0,0,5,0,95,0,5,195,142,744,15,14,195,2,186,1312,2800447.000000
21,14,38,0,0,6,0,69,0,9,198,210,986,16,14,180,1,148,1614,2232775.000000
21,12,38,0,0,5,0,91,0,8,171,168,524,20,14,192,3,167,1100,2513453.000000
32,16,46,0,0,7,0,91,0,8,254,199,975,17,14,161,2,192,1630,2893014.000000
28,17,39,0,0,5,0,85,0,10,219,172,855,19,14,179,1,174,1469,2621622.000000
30,3,42,0,0,5,0,86,0,8,123,166,658,17,14,219,2,166,1207,2499446.000000
