countGenderMixHard,countIncompatibleRoomsHard,countOvercrowdedCapacityHard,countUnadmittedMandatoryHard,countLateAdmittedMandatoryHard,countSurgeonOvertimeHard,countOTOvertimeHard,countUncoveredRoomHard,countNursePresentOnWrongDayHard,countMixedAgeGroups,countMinimumSkillLevelExceeded,countUncontinuousCare,countMaximumWorkloadExcceeded,countOpenOTs,countSurgeonTransfer,countAdmissionDelay,countUncheduledOptional,countTotalHard,countTotalSoft, res
77,58,111,0,0,17,11,192,0,62,820,531,3236,31,21,617,11,466,5329,7013158.000000
77,37,122,0,0,17,13,226,0,70,868,528,3421,28,21,573,9,492,5518,7403556.000000
84,28,118,0,0,16,13,231,0,66,692,478,3345,28,21,586,10,490,5226,7373161.000000
87,43,118,0,0,17,11,217,0,74,726,559,4127,31,21,675,2,493,6215,7421499.000000
87,51,112,0,0,18,9,191,0,66,1030,609,4187,30,21,692,4,468,6639,7047510.000000
79,28,119,0,0,16,10,202,0,74,813,614,3977,30,21,646,1,454,6176,6835576.000000
87,50,125,0,0,17,8,224,0,71,680,537,3841,31,21,651,5,511,5837,7690328.000000
75,20,121,0,0,14,12,224,0,72,769,545,4148,30,21,639,5,466,6229,7016881.000000
86,62,107,0,0,17,12,173,0,78,909,615,4570,30,21,665,3,457,6891,6884037.000000
77,30,112,0,0,15,15,215,0,64,869,539,3826,30,21,682,8,464,6039,6986022.000000
84,60,104,0,0,17,11,203,0,61,832,577,4062,28,21,684,7,479,6272,7212020.000000
77,49,113,0,0,18,9,193,0,84,981,590,4666,30,21,654,8,459,7034,6915265.000000
79,33,116,0,0,16,13,193,0,64,778,628,4506,30,21,622,11,450,6660,6779570.000000
75,24,109,0,0,17,13,207,0,52,708,549,4030,29,21,637,7,445,6033,6701484.000000
73,51,117,0,0,18,9,215,0,82,830,552,3890,28,21,630,9,483,6042,7271184.000000
80,26,122,0,0,18,14,227,0,69,666,535,3391,30,21,599,7,487,5318,7328080.000000
63,46,120,0,0,17,11,206,0,62,619,595,4331,29,21,638,7,463,6302,6972961.000000
80,46,114,0,0,17,12,213,0,65,892,595,3738,33,21,663,4,482,6011,7255027.000000
72,29,108,0,0,15,11,189,0,72,838,560,3682,29,21,675,8,424,5885,6385245.000000
85,33,119,0,0,18,11,201,0,69,630,559,3773,31,21,606,8,467,5697,7030183.000000
82,39,121,0,0,18,9,212,0,78,1004,552,4420,30,21,608,8,481,6721,7243784.000000
86,35,118,0,0,17,13,227,0,79,499,544,3495,30,21,670,4,496,5342,7463357.000000
68,22,110,0,0,16,12,216,0,60,815,524,3199,31,21,693,6,444,5349,6682589.000000
87,49,117,0,0,17,13,205,0,73,758,552,4206,31,21,655,7,488,6303,7347568.000000
88,27,111,0,0,16,12,194,0,67,791,562,4272,31,21,704,2,448,6450,6747430.000000
68,36,105,0,0,17,13,210,0,69,613,504,3691,30,21,675,4,449,5607,6759426.000000
74,40,122,0,0,17,10,216,0,64,775,494,3493,29,21,745,3,479,5624,7208763.000000
88,11,120,0,0,18,14,207,0,79,826,627,4375,33,21,591,3,458,6555,6897682.000000
72,57,120,0,0,18,12,217,0,72,930,484,3644,30,21,670,6,496,5857,7464766.000000
72,34,111,0,0,15,12,209,0,69,854,520,3760,29,21,706,7,453,5966,6820613.000000
92,37,115,0,0,18,13,227,0,80,715,505,3804,32,21,621,9,502,5787,7555625.000000
77,50,116,0,0,18,12,218,0,74,683,561,3968,30,21,616,5,491,5958,7390798.000000
100,44,127,0,0,18,14,233,0,76,807,579,4319,32,21,594,5,536,6433,8067627.000000
68,34,109,0,0,17,12,193,0,65,1099,621,5345,30,21,605,6,433,7792,6528245.000000
60,56,120,0,0,15,12,244,0,59,600,419,2585,27,21,684,6,507,4401,7624073.000000
85,58,110,0,0,17,11,204,0,75,747,569,3925,28,21,670,3,485,6038,7300586.000000
80,31,118,0,0,16,11,225,0,63,643,503,3610,28,21,641,4,481,5513,7238834.000000
80,55,113,0,0,16,13,196,0,76,610,508,3740,26,21,608,6,473,5595,7119564.000000
