countGenderMixHard,countIncompatibleRoomsHard,countOvercrowdedCapacityHard,countUnadmittedMandatoryHard,countLateAdmittedMandatoryHard,countSurgeonOvertimeHard,countOTOvertimeHard,countUncoveredRoomHard,countNursePresentOnWrongDayHard,countMixedAgeGroups,countMinimumSkillLevelExceeded,countUncontinuousCare,countMaximumWorkloadExcceeded,countOpenOTs,countSurgeonTransfer,countAdmissionDelay,countUncheduledOptional,countTotalHard,countTotalSoft, res
109,75,143,0,0,23,4,255,0,84,1536,740,6450,46,42,1071,8,609,9977,18355185.000000
105,74,137,0,0,24,5,237,0,91,1700,766,6302,49,42,1111,7,582,10068,17544650.000000
114,61,145,0,0,25,3,263,0,84,1609,790,5377,48,42,1051,9,611,9010,18405310.000000
109,51,137,0,0,23,5,234,0,92,1960,889,7288,46,42,1063,7,559,11387,16866130.000000
103,68,134,0,0,29,4,215,0,88,2160,943,8152,46,42,1116,1,553,12548,16694485.000000
120,47,143,0,0,26,4,236,0,82,2105,941,7033,48,42,1029,8,576,11288,17374685.000000
117,93,145,0,0,27,4,229,0,89,2232,919,8072,46,42,1008,6,615,12414,18554890.000000
113,88,146,0,0,27,6,260,0,90,1690,774,5999,49,42,1098,5,640,9747,19280940.000000
106,67,139,0,0,20,6,251,0,79,1784,824,6621,47,42,1040,6,589,10443,17757795.000000
118,74,138,0,0,26,6,266,0,84,1861,870,6361,45,42,1109,4,628,10376,18925540.000000
100,32,141,0,0,22,6,259,0,85,1737,773,6393,44,42,920,13,560,10007,16886495.000000
110,73,135,0,0,26,5,221,0,91,1680,919,6661,49,42,1008,7,570,10457,17188390.000000
108,52,139,0,0,24,4,243,0,88,1684,782,6412,48,42,1063,11,570,10130,17186675.000000
100,75,130,0,0,27,4,281,0,77,1655,794,6228,46,42,1096,8,617,9946,18593920.000000
111,87,144,0,0,21,5,219,0,80,2055,966,7599,46,42,1080,6,587,11874,17709825.000000
106,71,140,0,0,24,5,260,0,88,1785,790,6261,47,42,1030,6,606,10049,18264025.000000
110,83,140,0,0,26,4,273,0,90,1294,739,5060,47,42,1017,11,636,8300,19150750.000000
97,61,137,0,0,25,4,255,0,89,2084,830,7022,48,42,963,6,579,11084,17463020.000000
104,71,124,0,0,27,5,225,0,83,2033,825,6862,48,42,1064,9,556,10966,16772515.000000
121,50,137,0,0,21,5,268,0,72,1850,768,6120,46,42,1075,5,602,9978,18142655.000000
114,38,133,0,0,23,6,248,0,96,1935,827,6483,49,42,1020,5,562,10457,16946910.000000
106,67,133,0,0,24,7,228,0,92,1996,926,7326,43,42,1062,5,565,11492,17046210.000000
104,55,128,0,0,23,6,241,0,63,1818,771,6609,45,42,1126,11,557,10485,16799390.000000
100,65,142,0,0,25,6,247,0,72,1852,805,6295,44,42,1161,10,585,10281,17636490.000000
107,66,146,0,0,24,6,272,0,88,1487,726,5848,47,42,1034,8,621,9280,18708705.000000
106,111,146,0,0,21,6,245,0,97,2118,913,7911,50,42,1015,7,635,12153,19153135.000000
104,34,143,0,0,25,6,251,0,91,2235,774,6373,45,42,1071,6,563,10637,16977495.000000
97,65,138,0,0,24,6,251,0,103,1720,767,6583,46,42,1053,9,581,10323,17517875.000000
107,50,136,0,0,27,6,252,0,88,1627,753,5639,48,42,976,10,578,9183,17417780.000000
105,64,133,0,0,26,6,219,0,88,2083,863,7009,45,42,1139,6,553,11275,16683865.000000
116,79,141,0,0,25,6,248,0,94,1926,835,6813,48,42,1062,2,615,10822,18539485.000000
100,41,144,0,0,26,7,249,0,74,1774,830,6459,46,42,1023,8,567,10256,17096625.000000
109,46,140,0,0,25,4,266,0,91,1664,735,5779,44,42,1026,14,590,9395,17780660.000000
111,89,144,0,0,24,5,248,0,94,2218,809,6839,43,42,1040,6,621,11091,18722065.000000
113,39,139,0,0,27,6,252,0,93,1764,848,6470,47,42,1075,4,576,10343,17365950.000000
117,61,139,0,0,24,4,259,0,86,1721,718,6450,47,42,1089,10,604,10163,18206720.000000
126,80,139,0,0,24,5,247,0,99,2086,855,7055,47,42,982,4,621,11170,18723010.000000
105,61,137,0,0,26,8,246,0,82,1442,810,6088,44,42,1147,9,583,9664,17572075.000000
92,62,135,0,0,26,7,233,0,75,1955,902,7110,45,42,1178,5,555,11312,16744260.000000
110,65,141,0,0,23,3,267,0,90,1313,737,5527,50,42,1002,7,609,8768,18344290.000000
91,51,130,0,0,26,6,217,0,78,1540,849,6670,46,42,1174,1,521,10400,15716335.000000
111,61,141,0,0,23,7,246,0,95,1665,793,6074,44,42,999,11,589,9723,17752890.000000
108,69,142,0,0,22,4,268,0,85,1396,679,5424,48,42,1065,6,613,8745,18463335.000000
119,32,140,0,0,22,6,241,0,102,1837,834,6984,48,42,1047,6,560,10900,16891910.000000
108,83,135,0,0,25,4,239,0,94,1822,820,6831,46,42,988,11,594,10654,17911360.000000
104,54,141,0,0,26,6,280,0,88,1776,707,6050,49,42,971,6,611,9689,18411200.000000
98,91,140,0,0,28,4,242,0,91,2539,971,7731,48,42,1015,7,603,12444,18193660.000000
124,42,146,0,0,27,5,251,0,97,1909,888,7121,48,42,1014,6,595,11125,17943720.000000
104,60,137,0,0,24,6,261,0,93,1955,818,7201,48,42,1038,6,592,11201,17854500.000000
115,67,142,0,0,24,4,256,0,87,1684,778,6314,46,42,1064,10,608,10025,18325335.000000
102,58,140,0,0,21,4,242,0,89,1750,852,6336,48,42,1100,9,567,10226,17096185.000000
112,98,135,0,0,25,5,232,0,86,2308,907,7523,48,42,1015,6,607,11935,18309780.000000
113,83,147,0,0,26,5,261,0,78,2101,866,6937,47,42,1064,10,635,11145,19144065.000000
109,51,143,0,0,25,3,269,0,89,1411,712,5233,43,42,1109,7,600,8646,18072105.000000
98,54,140,0,0,21,7,247,0,80,1622,748,6303,46,42,1104,6,567,9951,17093730.000000
114,53,149,0,0,26,8,275,0,81,2095,790,6573,48,42,1030,3,625,10662,18837780.000000
111,79,141,0,0,27,7,231,0,100,2376,852,7466,47,42,986,3,596,11872,17978280.000000
100,63,143,0,0,28,7,258,0,88,1875,856,6673,48,42,966,7,599,10555,18058925.000000
107,54,134,0,0,26,8,270,0,76,1370,696,5427,45,42,1062,9,599,8727,18044100.000000
105,55,133,0,0,23,3,234,0,83,1785,841,6274,46,42,1148,8,553,10227,16675555.000000
100,66,134,0,0,26,5,239,0,93,1928,844,7057,43,42,994,7,570,11008,17193035.000000
110,72,142,0,0,27,4,270,0,79,1574,732,5234,47,42,1019,3,625,8730,18821410.000000
111,67,147,0,0,23,9,264,0,100,1521,844,6636,48,42,1020,6,621,10217,18716755.000000
112,68,143,0,0,24,5,262,0,76,1528,772,6259,48,42,1016,5,614,9746,18502220.000000
112,46,136,0,0,25,6,222,0,77,1814,889,6765,50,42,1039,9,547,10685,16500655.000000
100,70,136,0,0,25,6,265,0,77,1544,785,5674,47,42,1102,9,602,9280,18138130.000000
110,70,138,0,0,24,6,251,0,103,2028,823,6150,46,42,991,12,599,10195,18055955.000000
92,82,125,0,0,23,7,261,0,73,1511,767,6197,46,42,1102,4,590,9742,17781565.000000
107,68,135,0,0,24,5,246,0,78,1652,833,6414,51,42,1068,7,585,10145,17635625.000000
101,59,132,0,0,24,6,241,0,92,1633,802,6022,46,42,1096,4,563,9737,16970665.000000
