countGenderMixHard,countIncompatibleRoomsHard,countOvercrowdedCapacityHard,countUnadmittedMandatoryHard,countLateAdmittedMandatoryHard,countSurgeonOvertimeHard,countOTOvertimeHard,countUncoveredRoomHard,countNursePresentOnWrongDayHard,countMixedAgeGroups,countMinimumSkillLevelExceeded,countUncontinuousCare,countMaximumWorkloadExcceeded,countOpenOTs,countSurgeonTransfer,countAdmissionDelay,countUncheduledOptional,countTotalHard,countTotalSoft,res,countGenderMixHardBest,countIncompatibleRoomsHardBest,countOvercrowdedCapacityHardBest,countUnadmittedMandatoryHardBest,countLateAdmittedMandatoryHardBest,countSurgeonOvertimeHardBest,countOTOvertimeHardBest,countUncoveredRoomHardBest,countNursePresentOnWrongDayHardBest,countMixedAgeGroupsBest,countMinimumSkillLevelExceededBest,countUncontinuousCareBest,countMaximumWorkloadExcceededBest,countOpenOTsBest,countSurgeonTransferBest,countAdmissionDelayBest,countUncheduledOptionalBest,countTotalHardBest,countTotalSoftBest,resBest,actualTemp
74,0,89,0,0,1,1,0,0,67,1463,380,6587,16,28,60,0,165,8601,4986361.000000,74,0,89,0,0,1,1,0,0,67,1463,380,6587,16,28,60,0,165,8601,4986361.000000,600.000000
73,0,93,0,0,1,1,12,0,67,1455,374,6495,16,28,65,0,180,8500,5435962.000000,74,0,89,0,0,1,1,0,0,67,1463,380,6587,16,28,60,0,165,8601,4986361.000000,597.000000
72,0,92,0,0,1,1,12,0,67,1455,374,6495,16,28,65,0,178,8500,5375962.000000,74,0,89,0,0,1,1,0,0,67,1463,380,6587,16,28,60,0,165,8601,4986361.000000,594.015000
72,0,97,0,0,1,1,30,0,63,1401,368,6285,16,28,65,0,201,8226,6064832.000000,74,0,89,0,0,1,1,0,0,67,1463,380,6587,16,28,60,0,165,8601,4986361.000000,591.044925
73,0,94,0,0,1,1,15,0,67,1473,372,6459,16,28,68,0,184,8483,5555843.000000,74,0,89,0,0,1,1,0,0,67,1463,380,6587,16,28,60,0,165,8601,4986361.000000,591.044925
71,0,88,0,0,1,1,15,0,66,1473,372,6459,16,28,68,0,176,8482,5315838.000000,74,0,89,0,0,1,1,0,0,67,1463,380,6587,16,28,60,0,165,8601,4986361.000000,588.089700
70,0,90,0,0,1,1,15,0,66,1479,373,6453,16,28,68,0,177,8483,5345815.000000,74,0,89,0,0,1,1,0,0,67,1463,380,6587,16,28,60,0,165,8601,4986361.000000,585.149252
70,0,90,0,0,1,1,15,0,64,1479,373,6453,16,28,68,0,177,8481,5345805.000000,74,0,89,0,0,1,1,0,0,67,1463,380,6587,16,28,60,0,165,8601,4986361.000000,582.223506
70,0,89,0,0,1,1,15,0,63,1479,373,6453,16,28,68,0,176,8480,5315800.000000,74,0,89,0,0,1,1,0,0,67,1463,380,6587,16,28,60,0,165,8601,4986361.000000,579.312388
69,0,90,0,0,1,1,15,0,64,1473,372,6453,16,28,70,0,176,8476,5315828.000000,74,0,89,0,0,1,1,0,0,67,1463,380,6587,16,28,60,0,165,8601,4986361.000000,579.312388
69,0,90,0,0,1,1,15,0,64,1473,373,6453,17,28,72,0,176,8480,5315879.000000,74,0,89,0,0,1,1,0,0,67,1463,380,6587,16,28,60,0,165,8601,4986361.000000,570.666078
69,0,90,0,0,2,2,15,0,63,1443,371,6345,16,28,73,0,178,8339,5375297.000000,74,0,89,0,0,1,1,0,0,67,1463,380,6587,16,28,60,0,165,8601,4986361.000000,570.666078
71,5,93,0,0,2,2,15,0,63,1443,371,6345,16,28,73,0,188,8339,5675297.000000,74,0,89,0,0,1,1,0,0,67,1463,380,6587,16,28,60,0,165,8601,4986361.000000,567.812748
71,8,93,0,0,2,2,15,0,63,1443,371,6345,16,28,73,0,191,8339,5765297.000000,74,0,89,0,0,1,1,0,0,67,1463,380,6587,16,28,60,0,165,8601,4986361.000000,564.973684
72,5,93,0,0,2,2,15,0,63,1449,369,6345,17,28,79,0,189,8350,5705411.000000,74,0,89,0,0,1,1,0,0,67,1463,380,6587,16,28,60,0,165,8601,4986361.000000,564.973684
72,5,95,0,0,2,2,15,0,65,1449,369,6345,17,28,79,0,191,8352,5765421.000000,74,0,89,0,0,1,1,0,0,67,1463,380,6587,16,28,60,0,165,8601,4986361.000000,562.148816
72,5,95,0,0,2,2,15,0,68,1449,369,6345,17,28,79,0,191,8355,5765436.000000,74,0,89,0,0,1,1,0,0,67,1463,380,6587,16,28,60,0,165,8601,4986361.000000,556.541381
70,5,94,0,0,2,2,15,0,62,1449,369,6345,17,28,79,0,188,8349,5675406.000000,74,0,89,0,0,1,1,0,0,67,1463,380,6587,16,28,60,0,165,8601,4986361.000000,556.541381
69,5,93,0,0,3,2,15,0,61,1445,369,6345,17,28,80,0,187,8345,5645412.000000,74,0,89,0,0,1,1,0,0,67,1463,380,6587,16,28,60,0,165,8601,4986361.000000,553.758674
68,5,93,0,0,3,2,15,0,61,1445,369,6345,17,28,80,0,186,8345,5615412.000000,74,0,89,0,0,1,1,0,0,67,1463,380,6587,16,28,60,0,165,8601,4986361.000000,550.989881
68,5,93,0,0,3,2,15,0,61,1425,363,6233,17,28,80,0,186,8207,5614826.000000,74,0,89,0,0,1,1,0,0,67,1463,380,6587,16,28,60,0,165,8601,4986361.000000,548.234932
