countGenderMixHard,countIncompatibleRoomsHard,countOvercrowdedCapacityHard,countUnadmittedMandatoryHard,countLateAdmittedMandatoryHard,countSurgeonOvertimeHard,countOTOvertimeHard,countUncoveredRoomHard,countNursePresentOnWrongDayHard,countMixedAgeGroups,countMinimumSkillLevelExceeded,countUncontinuousCare,countMaximumWorkloadExcceeded,countOpenOTs,countSurgeonTransfer,countAdmissionDelay,countUncheduledOptional,countTotalHard,countTotalSoft,res,countGenderMixHardBest,countIncompatibleRoomsHardBest,countOvercrowdedCapacityHardBest,countUnadmittedMandatoryHardBest,countLateAdmittedMandatoryHardBest,countSurgeonOvertimeHardBest,countOTOvertimeHardBest,countUncoveredRoomHardBest,countNursePresentOnWrongDayHardBest,countMixedAgeGroupsBest,countMinimumSkillLevelExceededBest,countUncontinuousCareBest,countMaximumWorkloadExcceededBest,countOpenOTsBest,countSurgeonTransferBest,countAdmissionDelayBest,countUncheduledOptionalBest,countTotalHardBest,countTotalSoftBest,resBest,actualTemp
250,0,291,0,0,0,1,0,0,140,4075,1089,29145,47,112,315,0,542,34923,10917834.000000,250,0,291,0,0,0,0,0,0,140,4075,1089,29145,47,112,315,0,541,34923,10897834.000000,600.000000
250,11,292,0,0,0,1,0,0,140,4075,1089,29145,47,112,315,0,554,34923,11157834.000000,250,0,291,0,0,0,0,0,0,140,4075,1089,29145,47,112,315,0,541,34923,10897834.000000,597.000000
249,11,292,0,0,1,2,0,0,141,4075,1091,29145,47,112,322,0,555,34933,11177911.000000,250,0,291,0,0,0,0,0,0,140,4075,1089,29145,47,112,315,0,541,34923,10897834.000000,594.015000
248,13,291,0,0,1,2,6,0,141,4073,1086,29119,47,112,322,0,561,34900,11297860.000000,250,0,291,0,0,0,0,0,0,140,4075,1089,29145,47,112,315,0,541,34923,10897834.000000,591.044925
248,13,291,0,0,1,3,6,0,141,4073,1086,29119,48,112,322,0,562,34901,11317900.000000,250,0,291,0,0,0,0,0,0,140,4075,1089,29145,47,112,315,0,541,34923,10897834.000000,585.149252
246,13,291,0,0,1,3,6,0,141,4073,1086,29119,48,112,322,0,560,34901,11277900.000000,250,0,291,0,0,0,0,0,0,140,4075,1089,29145,47,112,315,0,541,34923,10897834.000000,582.223506
246,13,290,0,0,2,3,6,0,141,4067,1088,29119,48,112,334,0,560,34909,11277962.000000,250,0,291,0,0,0,0,0,0,140,4075,1089,29145,47,112,315,0,541,34923,10897834.000000,582.223506
248,13,290,0,0,2,3,9,0,141,4064,1087,29104,49,112,339,0,565,34896,11378006.000000,250,0,291,0,0,0,0,0,0,140,4075,1089,29145,47,112,315,0,541,34923,10897834.000000,576.415826
247,13,290,0,0,2,3,9,0,141,4064,1087,29104,49,112,339,0,564,34896,11358006.000000,250,0,291,0,0,0,0,0,0,140,4075,1089,29145,47,112,315,0,541,34923,10897834.000000,570.666078
244,13,290,0,0,3,4,9,0,141,4057,1088,29104,50,112,342,0,563,34894,11338007.000000,250,0,291,0,0,0,0,0,0,140,4075,1089,29145,47,112,315,0,541,34923,10897834.000000,567.812748
