countGenderMixHard,countIncompatibleRoomsHard,countOvercrowdedCapacityHard,countUnadmittedMandatoryHard,countLateAdmittedMandatoryHard,countSurgeonOvertimeHard,countOTOvertimeHard,countUncoveredRoomHard,countNursePresentOnWrongDayHard,countMixedAgeGroups,countMinimumSkillLevelExceeded,countUncontinuousCare,countMaximumWorkloadExcceeded,countOpenOTs,countSurgeonTransfer,countAdmissionDelay,countUncheduledOptional,countTotalHard,countTotalSoft,res,countGenderMixHardBest,countIncompatibleRoomsHardBest,countOvercrowdedCapacityHardBest,countUnadmittedMandatoryHardBest,countLateAdmittedMandatoryHardBest,countSurgeonOvertimeHardBest,countOTOvertimeHardBest,countUncoveredRoomHardBest,countNursePresentOnWrongDayHardBest,countMixedAgeGroupsBest,countMinimumSkillLevelExceededBest,countUncontinuousCareBest,countMaximumWorkloadExcceededBest,countOpenOTsBest,countSurgeonTransferBest,countAdmissionDelayBest,countUncheduledOptionalBest,countTotalHardBest,countTotalSoftBest,resBest,actualTemp
61,45,123,0,0,14,5,251,0,61,352,469,2244,31,56,459,6,499,3678,24966311.000000,61,45,123,0,0,14,5,251,0,61,352,469,2244,31,56,459,6,499,3678,24966311.000000,600.000000
61,45,120,0,0,14,4,247,0,61,356,468,2237,31,56,463,6,491,3678,24566363.000000,61,45,120,0,0,14,4,247,0,61,356,468,2237,31,56,463,6,491,3678,24566363.000000,591.044925
62,45,120,0,0,13,4,247,0,63,356,471,2257,31,56,458,6,491,3698,24566333.000000,62,45,120,0,0,13,4,247,0,63,356,471,2257,31,56,458,6,491,3698,24566333.000000,585.149252
61,47,120,0,0,13,4,247,0,63,352,472,2261,31,56,458,6,492,3699,24616338.000000,62,45,120,0,0,13,4,247,0,63,356,471,2257,31,56,458,6,491,3698,24566333.000000,582.223506
61,47,120,0,0,13,4,247,0,64,352,471,2259,31,56,458,6,492,3697,24616336.000000,62,45,120,0,0,13,4,247,0,63,356,471,2257,31,56,458,6,491,3698,24566333.000000,579.312388
61,47,119,0,0,13,4,245,0,63,346,470,2254,31,56,460,6,489,3686,24466345.000000,61,47,119,0,0,13,4,245,0,63,346,470,2254,31,56,460,6,489,3686,24466345.000000,579.312388
62,47,122,0,0,13,4,245,0,66,350,475,2286,31,56,460,6,493,3730,24666421.000000,61,47,119,0,0,13,4,245,0,63,346,470,2254,31,56,460,6,489,3686,24466345.000000,573.533747
61,47,119,0,0,13,4,245,0,63,329,462,2254,31,56,460,6,489,3661,24466288.000000,61,47,119,0,0,13,4,245,0,63,329,462,2254,31,56,460,6,489,3661,24466288.000000,573.533747
58,47,117,0,0,13,4,245,0,60,329,462,2260,31,56,464,6,484,3668,24216339.000000,58,47,117,0,0,13,4,245,0,60,329,462,2260,31,56,464,6,484,3668,24216339.000000,570.666078
60,47,117,0,0,13,4,247,0,62,323,462,2256,31,56,464,6,488,3660,24416339.000000,58,47,117,0,0,13,4,245,0,60,329,462,2260,31,56,464,6,484,3668,24216339.000000,567.812748
58,47,117,0,0,13,5,245,0,60,328,462,2263,32,56,463,6,485,3670,24266346.000000,58,47,117,0,0,13,4,245,0,60,329,462,2260,31,56,464,6,484,3668,24216339.000000,567.812748
58,47,116,0,0,13,4,245,0,60,330,465,2279,32,56,460,6,483,3688,24166334.000000,58,47,116,0,0,13,4,245,0,60,330,465,2279,32,56,460,6,483,3688,24166334.000000,564.973684
62,51,116,0,0,13,4,245,0,60,330,462,2263,32,56,460,6,491,3669,24566303.000000,58,47,116,0,0,13,4,245,0,60,330,465,2279,32,56,460,6,483,3688,24166334.000000,559.338072
58,47,116,0,0,13,5,245,0,57,338,460,2275,32,56,463,6,484,3687,24216343.000000,58,47,116,0,0,13,4,245,0,60,330,465,2279,32,56,460,6,483,3688,24166334.000000,559.338072
58,47,116,0,0,13,4,245,0,60,330,463,2279,32,56,460,6,483,3686,24166324.000000,58,47,116,0,0,13,4,245,0,60,330,463,2279,32,56,460,6,483,3686,24166324.000000,559.338072
58,47,115,0,0,13,4,245,0,60,336,466,2291,32,56,460,6,482,3707,24116357.000000,58,47,115,0,0,13,4,245,0,60,336,466,2291,32,56,460,6,482,3707,24116357.000000,556.541381
60,47,116,0,0,13,5,245,0,60,340,467,2314,33,56,464,5,486,3739,24315969.000000,58,47,115,0,0,13,4,245,0,60,336,466,2291,32,56,460,6,482,3707,24116357.000000,556.541381
60,47,116,0,0,13,4,245,0,60,340,467,2314,33,56,464,5,485,3739,24265969.000000,58,47,115,0,0,13,4,245,0,60,336,466,2291,32,56,460,6,482,3707,24116357.000000,548.234932
60,47,116,0,0,13,4,245,0,60,340,468,2334,33,56,464,5,485,3760,24265994.000000,58,47,115,0,0,13,4,245,0,60,336,466,2291,32,56,460,6,482,3707,24116357.000000,542.766288
