countGenderMixHard,countIncompatibleRoomsHard,countOvercrowdedCapacityHard,countUnadmittedMandatoryHard,countLateAdmittedMandatoryHard,countSurgeonOvertimeHard,countOTOvertimeHard,countUncoveredRoomHard,countNursePresentOnWrongDayHard,countMixedAgeGroups,countMinimumSkillLevelExceeded,countUncontinuousCare,countMaximumWorkloadExcceeded,countOpenOTs,countSurgeonTransfer,countAdmissionDelay,countUncheduledOptional,countTotalHard,countTotalSoft,res,countGenderMixHardBest,countIncompatibleRoomsHardBest,countOvercrowdedCapacityHardBest,countUnadmittedMandatoryHardBest,countLateAdmittedMandatoryHardBest,countSurgeonOvertimeHardBest,countOTOvertimeHardBest,countUncoveredRoomHardBest,countNursePresentOnWrongDayHardBest,countMixedAgeGroupsBest,countMinimumSkillLevelExceededBest,countUncontinuousCareBest,countMaximumWorkloadExcceededBest,countOpenOTsBest,countSurgeonTransferBest,countAdmissionDelayBest,countUncheduledOptionalBest,countTotalHardBest,countTotalSoftBest,resBest,actualTemp
57,37,155,0,0,16,3,306,0,47,649,552,2982,32,21,741,1,574,5025,14396142.000000,57,37,155,0,0,16,3,306,0,47,649,552,2982,32,21,741,1,574,5025,14396142.000000,600.000000
60,37,155,0,0,16,4,306,0,47,653,553,3050,33,21,731,1,578,5089,14496803.000000,57,37,155,0,0,16,3,306,0,47,649,552,2982,32,21,741,1,574,5025,14396142.000000,597.000000
57,37,155,0,0,16,3,306,0,47,649,552,2979,32,21,741,1,574,5022,14396112.000000,57,37,155,0,0,16,3,306,0,47,649,552,2979,32,21,741,1,574,5022,14396112.000000,597.000000
59,37,155,0,0,16,3,304,0,47,651,552,2979,32,21,736,1,574,5019,14396082.000000,59,37,155,0,0,16,3,304,0,47,651,552,2979,32,21,736,1,574,5019,14396082.000000,594.015000
53,37,152,0,0,16,3,304,0,46,665,552,2964,32,21,736,1,565,5017,14171067.000000,53,37,152,0,0,16,3,304,0,46,665,552,2964,32,21,736,1,565,5017,14171067.000000,591.044925
53,37,152,0,0,16,3,304,0,46,661,551,2968,32,21,736,1,565,5016,14171066.000000,53,37,152,0,0,16,3,304,0,46,661,551,2968,32,21,736,1,565,5016,14171066.000000,585.149252
55,37,154,0,0,16,3,304,0,46,661,552,2964,33,21,744,1,569,5022,14271147.000000,53,37,152,0,0,16,3,304,0,46,661,551,2968,32,21,736,1,565,5016,14171066.000000,582.223506
56,31,151,0,0,16,3,298,0,47,673,554,3029,33,21,744,1,555,5102,13921924.000000,56,31,151,0,0,16,3,298,0,47,673,554,3029,33,21,744,1,555,5102,13921924.000000,579.312388
55,37,154,0,0,16,3,304,0,50,665,554,2986,33,21,736,1,569,5046,14271349.000000,56,31,151,0,0,16,3,298,0,47,673,554,3029,33,21,744,1,555,5102,13921924.000000,579.312388
54,37,154,0,0,16,3,302,0,52,665,553,2958,33,21,736,1,566,5019,14196078.000000,56,31,151,0,0,16,3,298,0,47,673,554,3029,33,21,744,1,555,5102,13921924.000000,573.533747
