countGenderMixHard,countIncompatibleRoomsHard,countOvercrowdedCapacityHard,countUnadmittedMandatoryHard,countLateAdmittedMandatoryHard,countSurgeonOvertimeHard,countOTOvertimeHard,countUncoveredRoomHard,countNursePresentOnWrongDayHard,countMixedAgeGroups,countMinimumSkillLevelExceeded,countUncontinuousCare,countMaximumWorkloadExcceeded,countOpenOTs,countSurgeonTransfer,countAdmissionDelay,countUncheduledOptional,countTotalHard,countTotalSoft,res,countGenderMixHardBest,countIncompatibleRoomsHardBest,countOvercrowdedCapacityHardBest,countUnadmittedMandatoryHardBest,countLateAdmittedMandatoryHardBest,countSurgeonOvertimeHardBest,countOTOvertimeHardBest,countUncoveredRoomHardBest,countNursePresentOnWrongDayHardBest,countMixedAgeGroupsBest,countMinimumSkillLevelExceededBest,countUncontinuousCareBest,countMaximumWorkloadExcceededBest,countOpenOTsBest,countSurgeonTransferBest,countAdmissionDelayBest,countUncheduledOptionalBest,countTotalHardBest,countTotalSoftBest,resBest,actualTemp
81,21,139,0,0,12,4,258,0,49,880,500,2843,34,21,814,6,515,5147,12924080.000000,81,21,139,0,0,12,4,258,0,49,880,500,2843,33,21,814,6,515,5146,12924040.000000,600.000000
81,21,139,0,0,12,3,258,0,49,880,500,2843,33,21,814,6,514,5146,12899040.000000,81,21,139,0,0,12,3,258,0,49,880,500,2843,33,21,814,6,514,5146,12899040.000000,600.000000
81,21,139,0,0,12,4,257,0,49,892,502,2872,33,21,814,6,514,5189,12899452.000000,81,21,139,0,0,12,3,258,0,49,880,500,2843,33,21,814,6,514,5146,12899040.000000,600.000000
78,21,140,0,0,12,4,256,0,49,874,500,2801,33,21,814,6,511,5098,12823560.000000,78,21,140,0,0,12,4,256,0,49,874,500,2801,33,21,814,6,511,5098,12823560.000000,600.000000
75,21,140,0,0,12,4,256,0,49,869,498,2783,33,21,814,6,508,5073,12748328.000000,75,21,140,0,0,12,4,256,0,49,869,498,2783,33,21,814,6,508,5073,12748328.000000,597.000000
75,21,140,0,0,12,4,255,0,47,869,499,2786,33,21,814,6,507,5075,12723349.000000,75,21,140,0,0,12,4,255,0,47,869,499,2786,33,21,814,6,507,5075,12723349.000000,594.015000
75,21,140,0,0,12,4,255,0,47,872,503,2777,33,21,814,6,507,5073,12723293.000000,75,21,140,0,0,12,4,255,0,47,872,503,2777,33,21,814,6,507,5073,12723293.000000,591.044925
75,21,140,0,0,12,3,255,0,47,872,503,2777,33,21,814,6,506,5073,12698293.000000,75,21,140,0,0,12,3,255,0,47,872,503,2777,33,21,814,6,506,5073,12698293.000000,588.089700
75,21,140,0,0,12,5,255,0,47,880,506,2814,34,21,803,6,508,5111,12748676.000000,75,21,140,0,0,12,3,255,0,47,872,503,2777,33,21,814,6,506,5073,12698293.000000,588.089700
75,21,140,0,0,12,5,255,0,47,880,506,2814,35,21,803,6,508,5112,12748716.000000,75,21,140,0,0,12,3,255,0,47,872,503,2777,33,21,814,6,506,5073,12698293.000000,579.312388
76,21,140,0,0,12,5,255,0,49,872,507,2814,34,21,803,6,509,5106,12773607.000000,75,21,140,0,0,12,3,255,0,47,872,503,2777,33,21,814,6,506,5073,12698293.000000,579.312388
75,21,140,0,0,12,6,255,0,47,886,509,2826,35,21,800,6,509,5130,12773869.000000,75,21,140,0,0,12,3,255,0,47,872,503,2777,33,21,814,6,506,5073,12698293.000000,579.312388
77,21,140,0,0,12,5,252,0,47,886,509,2824,34,21,805,6,507,5132,12723859.000000,75,21,140,0,0,12,3,255,0,47,872,503,2777,33,21,814,6,506,5073,12698293.000000,579.312388
75,21,140,0,0,12,5,255,0,47,880,505,2804,34,21,803,6,508,5100,12748575.000000,75,21,140,0,0,12,3,255,0,47,872,503,2777,33,21,814,6,506,5073,12698293.000000,579.312388
75,21,140,0,0,12,5,255,0,47,880,505,2804,35,21,803,6,508,5101,12748615.000000,75,21,140,0,0,12,3,255,0,47,872,503,2777,33,21,814,6,506,5073,12698293.000000,576.415826
74,13,138,0,0,12,5,253,0,47,872,503,2756,34,21,803,6,495,5042,12423013.000000,74,13,138,0,0,12,5,253,0,47,872,503,2756,34,21,803,6,495,5042,12423013.000000,576.415826
75,21,140,0,0,12,4,255,0,47,881,507,2817,34,21,802,6,507,5115,12723707.000000,74,13,138,0,0,12,5,253,0,47,872,503,2756,34,21,803,6,495,5042,12423013.000000,576.415826
75,21,140,0,0,12,4,255,0,47,883,508,2809,34,21,802,6,507,5110,12723648.000000,74,13,138,0,0,12,5,253,0,47,872,503,2756,34,21,803,6,495,5042,12423013.000000,573.533747
75,21,140,0,0,12,4,255,0,47,883,508,2809,35,21,802,6,507,5111,12723688.000000,74,13,138,0,0,12,5,253,0,47,872,503,2756,34,21,803,6,495,5042,12423013.000000,570.666078
74,21,139,0,0,12,4,255,0,50,887,511,2826,34,21,802,6,505,5137,12673876.000000,74,13,138,0,0,12,5,253,0,47,872,503,2756,34,21,803,6,495,5042,12423013.000000,570.666078
73,21,140,0,0,12,4,255,0,47,883,509,2803,34,21,802,6,505,5105,12673589.000000,74,13,138,0,0,12,5,253,0,47,872,503,2756,34,21,803,6,495,5042,12423013.000000,570.666078
77,21,140,0,0,12,4,255,0,47,880,507,2803,34,21,808,6,509,5106,12773617.000000,74,13,138,0,0,12,5,253,0,47,872,503,2756,34,21,803,6,495,5042,12423013.000000,570.666078
77,21,140,0,0,12,4,255,0,47,880,507,2803,35,21,808,6,509,5107,12773657.000000,74,13,138,0,0,12,5,253,0,47,872,503,2756,34,21,803,6,495,5042,12423013.000000,567.812748
77,21,140,0,0,12,4,255,0,47,880,507,2803,35,21,808,6,509,5107,12773657.000000,74,13,138,0,0,12,5,253,0,47,872,503,2756,34,21,803,6,495,5042,12423013.000000,567.812748
77,21,140,0,0,12,4,255,0,47,892,508,2803,34,21,808,6,509,5119,12773738.000000,74,13,138,0,0,12,5,253,0,47,872,503,2756,34,21,803,6,495,5042,12423013.000000,567.812748
77,21,140,0,0,12,4,255,0,47,892,508,2803,35,21,808,6,509,5120,12773778.000000,74,13,138,0,0,12,5,253,0,47,872,503,2756,34,21,803,6,495,5042,12423013.000000,564.973684
74,21,140,0,0,12,4,255,0,45,889,509,2800,34,21,808,6,506,5112,12698669.000000,74,13,138,0,0,12,5,253,0,47,872,503,2756,34,21,803,6,495,5042,12423013.000000,564.973684
79,21,141,0,0,13,4,256,0,48,916,510,2810,34,21,811,6,514,5156,12899085.000000,74,13,138,0,0,12,5,253,0,47,872,503,2756,34,21,803,6,495,5042,12423013.000000,564.973684
79,21,141,0,0,13,4,256,0,48,916,510,2810,35,21,811,6,514,5157,12899125.000000,74,13,138,0,0,12,5,253,0,47,872,503,2756,34,21,803,6,495,5042,12423013.000000,562.148816
79,21,141,0,0,13,4,256,0,48,916,510,2810,35,21,811,6,514,5157,12899125.000000,74,13,138,0,0,12,5,253,0,47,872,503,2756,34,21,803,6,495,5042,12423013.000000,562.148816
80,20,141,0,0,13,4,256,0,48,915,511,2813,34,21,811,6,514,5159,12899106.000000,74,13,138,0,0,12,5,253,0,47,872,503,2756,34,21,803,6,495,5042,12423013.000000,562.148816
79,21,141,0,0,14,3,256,0,48,967,509,2909,34,21,807,6,514,5301,12900544.000000,74,13,138,0,0,12,5,253,0,47,872,503,2756,34,21,803,6,495,5042,12423013.000000,562.148816
