countGenderMixHard,countIncompatibleRoomsHard,countOvercrowdedCapacityHard,countUnadmittedMandatoryHard,countLateAdmittedMandatoryHard,countSurgeonOvertimeHard,countOTOvertimeHard,countUncoveredRoomHard,countNursePresentOnWrongDayHard,countMixedAgeGroups,countMinimumSkillLevelExceeded,countUncontinuousCare,countMaximumWorkloadExcceeded,countOpenOTs,countSurgeonTransfer,countAdmissionDelay,countUncheduledOptional,countTotalHard,countTotalSoft,res,countGenderMixHardBest,countIncompatibleRoomsHardBest,countOvercrowdedCapacityHardBest,countUnadmittedMandatoryHardBest,countLateAdmittedMandatoryHardBest,countSurgeonOvertimeHardBest,countOTOvertimeHardBest,countUncoveredRoomHardBest,countNursePresentOnWrongDayHardBest,countMixedAgeGroupsBest,countMinimumSkillLevelExceededBest,countUncontinuousCareBest,countMaximumWorkloadExcceededBest,countOpenOTsBest,countSurgeonTransferBest,countAdmissionDelayBest,countUncheduledOptionalBest,countTotalHardBest,countTotalSoftBest,resBest,actualTemp
27,14,40,0,0,9,4,72,0,16,199,196,1513,20,14,230,2,166,2190,6654884.000000,27,14,40,0,0,9,4,72,0,16,199,196,1513,19,14,230,2,166,2189,6654834.000000,600.000000
27,14,40,0,0,9,4,72,0,16,199,196,1513,20,14,230,2,166,2190,6654884.000000,27,14,40,0,0,9,4,72,0,16,199,196,1513,19,14,230,2,166,2189,6654834.000000,600.000000
27,9,40,0,0,9,4,72,0,16,194,199,1508,19,14,230,2,161,2182,6454799.000000,27,9,40,0,0,9,4,72,0,16,194,199,1508,19,14,230,2,161,2182,6454799.000000,600.000000
27,14,40,0,0,9,4,72,0,16,199,197,1523,20,14,228,2,166,2199,6654909.000000,27,9,40,0,0,9,4,72,0,16,194,199,1508,19,14,230,2,161,2182,6454799.000000,600.000000
25,14,40,0,0,10,4,72,0,16,191,195,1409,19,14,234,2,165,2080,6614329.000000,27,9,40,0,0,9,4,72,0,16,194,199,1508,19,14,230,2,161,2182,6454799.000000,600.000000
25,14,40,0,0,10,4,72,0,18,194,199,1424,19,14,234,2,165,2104,6614449.000000,27,9,40,0,0,9,4,72,0,16,194,199,1508,19,14,230,2,161,2182,6454799.000000,597.000000
25,14,40,0,0,10,4,72,0,16,198,191,1399,19,14,234,2,165,2073,6614294.000000,27,9,40,0,0,9,4,72,0,16,194,199,1508,19,14,230,2,161,2182,6454799.000000,597.000000
25,14,40,0,0,10,3,72,0,16,198,191,1399,20,14,234,2,164,2074,6574344.000000,27,9,40,0,0,9,4,72,0,16,194,199,1508,19,14,230,2,161,2182,6454799.000000,591.044925
25,14,40,0,0,10,4,72,0,16,198,192,1399,19,14,234,2,165,2074,6614299.000000,27,9,40,0,0,9,4,72,0,16,194,199,1508,19,14,230,2,161,2182,6454799.000000,591.044925
25,14,40,0,0,10,4,69,0,16,190,192,1411,19,14,235,2,162,2079,6494334.000000,27,9,40,0,0,9,4,72,0,16,194,199,1508,19,14,230,2,161,2182,6454799.000000,591.044925
25,14,40,0,0,10,4,66,0,16,192,192,1414,19,14,235,2,159,2084,6374359.000000,25,14,40,0,0,10,4,66,0,16,192,192,1414,19,14,235,2,159,2084,6374359.000000,585.149252
24,14,38,0,0,10,4,66,0,16,190,192,1413,19,14,238,2,156,2084,6254389.000000,24,14,38,0,0,10,4,66,0,16,190,192,1413,19,14,238,2,156,2084,6254389.000000,582.223506
26,11,39,0,0,10,4,66,0,16,193,192,1413,19,14,238,2,156,2087,6254404.000000,24,14,38,0,0,10,4,66,0,16,190,192,1413,19,14,238,2,156,2084,6254389.000000,576.415826
24,14,38,0,0,11,4,66,0,16,196,194,1485,18,14,236,2,157,2161,6294709.000000,24,14,38,0,0,10,4,66,0,16,190,192,1413,19,14,238,2,156,2084,6254389.000000,576.415826
24,14,36,0,0,11,4,66,0,14,196,192,1475,18,14,236,2,155,2147,6214639.000000,24,14,36,0,0,11,4,66,0,14,196,192,1475,18,14,236,2,155,2147,6214639.000000,573.533747
24,14,39,0,0,11,4,66,0,21,208,196,1531,18,14,236,2,158,2226,6335034.000000,24,14,36,0,0,11,4,66,0,14,196,192,1475,18,14,236,2,155,2147,6214639.000000,573.533747
24,14,41,0,0,11,5,66,0,16,200,199,1505,19,14,241,1,161,2195,6454579.000000,24,14,36,0,0,11,4,66,0,14,196,192,1475,18,14,236,2,155,2147,6214639.000000,573.533747
24,14,41,0,0,11,5,66,0,18,202,199,1505,19,14,241,1,161,2199,6454599.000000,24,14,36,0,0,11,4,66,0,14,196,192,1475,18,14,236,2,155,2147,6214639.000000,570.666078
24,14,41,0,0,11,5,66,0,18,202,200,1519,19,14,241,1,161,2214,6454674.000000,24,14,36,0,0,11,4,66,0,14,196,192,1475,18,14,236,2,155,2147,6214639.000000,567.812748
24,14,41,0,0,11,5,66,0,18,202,196,1505,19,14,241,1,161,2196,6454584.000000,24,14,36,0,0,11,4,66,0,14,196,192,1475,18,14,236,2,155,2147,6214639.000000,567.812748
24,14,41,0,0,11,4,66,0,18,202,196,1505,20,14,241,1,160,2197,6414634.000000,24,14,36,0,0,11,4,66,0,14,196,192,1475,18,14,236,2,155,2147,6214639.000000,564.973684
24,14,41,0,0,11,4,66,0,18,202,196,1505,20,14,241,1,160,2197,6414634.000000,24,14,36,0,0,11,4,66,0,14,196,192,1475,18,14,236,2,155,2147,6214639.000000,564.973684
25,14,41,0,0,10,5,66,0,19,211,200,1529,20,14,239,1,161,2233,6454794.000000,24,14,36,0,0,11,4,66,0,14,196,192,1475,18,14,236,2,155,2147,6214639.000000,559.338072
24,14,41,0,0,11,5,66,0,18,204,197,1537,20,14,240,1,161,2231,6454794.000000,24,14,36,0,0,11,4,66,0,14,196,192,1475,18,14,236,2,155,2147,6214639.000000,559.338072
24,14,41,0,0,11,4,66,0,18,204,197,1537,20,14,240,1,160,2231,6414794.000000,24,14,36,0,0,11,4,66,0,14,196,192,1475,18,14,236,2,155,2147,6214639.000000,556.541381
24,14,41,0,0,11,5,66,0,20,214,200,1582,20,14,240,1,161,2291,6455094.000000,24,14,36,0,0,11,4,66,0,14,196,192,1475,18,14,236,2,155,2147,6214639.000000,556.541381
24,14,41,0,0,11,5,66,0,20,218,202,1578,20,14,240,1,161,2293,6455104.000000,24,14,36,0,0,11,4,66,0,14,196,192,1475,18,14,236,2,155,2147,6214639.000000,553.758674
24,14,41,0,0,11,4,66,0,20,218,202,1578,20,14,240,1,160,2293,6415104.000000,24,14,36,0,0,11,4,66,0,14,196,192,1475,18,14,236,2,155,2147,6214639.000000,548.234932
